Protein	Structural Cluster	Cluster representative	Family	Class	Consensus Class	In_tree?	Best Hit UniprotKB entry	Best Hit UniprotKB name	Best Hit UniprotKB %id	Best Hit UniprotKB e-value	UniprotKB novelty%	Average identity	Average TM-score	Abundance	Redundant_names
EC-2062	C-I	21243713_len_452_MetaAn_63	EC	Class_C	C	No	-	-	-	-	-	-	-	0	EC-148;EC-2060;EC-2061;EC-2063;EC-2066;EC-2067;EC-2068;EC-2069;EC-2073;EC-362;EC-94
EC-2128	C-I	21243713_len_452_MetaAn_63	EC	Class_C	C	No	-	-	-	-	-	-	-	0	EC-2127;EC-2129;EC-2130;EC-2131;EC-322
EC-419	C-I	21243713_len_452_MetaAn_63	EC	Class_C	C	No	-	-	-	-	-	-	-	0	EC-163;EC-242;EC-367;EC-378;EC-382;EC-418;EC-422
EC-511	C-I	21243713_len_452_MetaAn_63	EC	Class_C	C	No	-	-	-	-	-	-	-	0	EC-105;EC-512;EC-539
EC-718	C-I	21243713_len_452_MetaAn_63	EC	Class_C	C	No	-	-	-	-	-	-	-	0	EC-12;EC-5;EC-529;EC-711;EC-714;EC-715;EC-717;EC-719;EC-721;EC-722;EC-723;EC-724;EC-725
GOB-38	B3-IV	13353843_len_324_MetaAn_61	GOB	Sub-Class_B3	B3	No	-	-	-	-	-	-	-	0.0001793	GOB-10;GOB-20;GOB-5;GOB-50;GOB-8;GOB-9;GOB-T1;GOB-T4;GOB-T5
GOB-T3	B3-IV	13353843_len_324_MetaAn_61	GOB	Sub-Class_B3	B3	No	-	-	-	-	-	-	-	0.000103405	GOB-19;GOB-25;GOB-32
HER-3	A-IV	BRO-2	HER	Class_A	A	No	-	-	-	-	-	-	-	0	HER-2;HER-5;HER-6;HER-8
IND-15	B1-VII	MUS-2	IND	Sub-Class_B1	B1	No	-	-	-	-	-	-	-	0	IND-11;IND-12;IND-13;IND-19;IND-2;IND-2a
KPC-164	A-IV	BRO-2	KPC	Class_A	A	No	-	-	-	-	-	-	-	0	KPC-106;KPC-50;KPC-97
KPC-183	A-IV	BRO-2	KPC	Class_A	A	No	-	-	-	-	-	-	-	0	KPC-139;KPC-163;KPC-73
L1-103	B3-I	21612749_len_335_MetaAn_73	L1	Sub-Class_B3	B3	No	-	-	-	-	-	-	-	0	L1-100;L1-101;L1-111;L1-14;L1-20;L1-24;L1-25;L1-3;L1-39;L1-95;L1-97;L1-99
L1-113	B3-I	21612749_len_335_MetaAn_73	L1	Sub-Class_B3	B3	No	-	-	-	-	-	-	-	0	L1-109;L1-110
L1-12	B3-I	21612749_len_335_MetaAn_73	L1	Sub-Class_B3	B3	No	-	-	-	-	-	-	-	0	L1-11;L1-15;L1-74
L1-2	B3-I	21612749_len_335_MetaAn_73	L1	Sub-Class_B3	B3	No	-	-	-	-	-	-	-	0.000110738	L1-10;L1-19;L1-23;L1-42;L1-44;L1-45;L1-46;L1-47;L1-9
MIR-17	C-I	21243713_len_452_MetaAn_63	MIR	Class_C	C	No	-	-	-	-	-	-	-	0	MIR-1;MIR-10;MIR-11;MIR-12;MIR-13;MIR-15;MIR-16;MIR-18;MIR-19;MIR-2;MIR-20;MIR-21;MIR-22;MIR-23;MIR-24;MIR-25;MIR-3;MIR-4;MIR-5;MIR-6;MIR-7;MIR-9
MOX-11	C-I	21243713_len_452_MetaAn_63	MOX	Class_C	C	No	-	-	-	-	-	-	-	5.93e-05	MOX-10;MOX-18;MOX-20;MOX-23;MOX-3
OKP-B-2	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	OKP-B-1;OKP-B-10;OKP-B-11;OKP-B-13;OKP-B-15;OKP-B-16;OKP-B-17;OKP-B-18;OKP-B-20;OKP-B-21;OKP-B-22;OKP-B-23;OKP-B-232;OKP-B-27;OKP-B-3;OKP-B-30;OKP-B-33;OKP-B-34;OKP-B-35;OKP-B-36;OKP-B-37;OKP-B-38;OKP-B-39;OKP-B-4;OKP-B-40;OKP-B-41;OKP-B-43;OKP-B-44;OKP-B-46;OKP-B-47;OKP-B-49;OKP-B-5;OKP-B-6;OKP-B-7;OKP-B-8
OKP-B-45	A-IV	BRO-2	OKP	Class_A	A	No	-	-	-	-	-	-	-	0	OKP-B-19;OKP-B-24;OKP-B-29;OKP-B-31
OXA-1032	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.004624947	OXA-1014;OXA-1022;OXA-1024;OXA-1027;OXA-1035;OXA-1124;OXA-1174;OXA-1188;OXA-395;OXA-846;OXA-848;OXA-849;OXA-907
OXA-1070	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1060;OXA-1217;OXA-1220;OXA-557;OXA-701;OXA-770;OXA-939;OXA-977
OXA-1074	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-107;OXA-1079;OXA-1093;OXA-1094;OXA-1096;OXA-110;OXA-1109;OXA-112;OXA-120;OXA-248;OXA-371;OXA-403;OXA-430;OXA-507;OXA-69;OXA-714;OXA-738;OXA-757;OXA-853;OXA-854;OXA-862;OXA-868;OXA-909;OXA-92
OXA-1123	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1071;OXA-1072;OXA-122;OXA-132;OXA-219;OXA-376;OXA-377;OXA-411;OXA-414;OXA-51;OXA-530;OXA-555;OXA-693;OXA-702;OXA-704;OXA-880;OXA-938;OXA-976
OXA-1135	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.001452457	OXA-1018;OXA-1019;OXA-1029;OXA-1030;OXA-1034;OXA-1125;OXA-1128;OXA-1129;OXA-1132;OXA-1133;OXA-1134;OXA-50;OXA-850;OXA-851;OXA-904;OXA-914;OXA-937
OXA-114i	D-II	OXA-569	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-114e;OXA-114g;OXA-114k;OXA-114t;OXA-114w;OXA-791;OXA-839
OXA-1172	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.001744192	OXA-1049;OXA-1082;OXA-1183;OXA-141;OXA-15;OXA-161;OXA-210;OXA-226;OXA-32;OXA-415;OXA-539;OXA-540;OXA-541;OXA-543;OXA-544;OXA-737;OXA-838
OXA-1201	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1119;OXA-1181;OXA-1205;OXA-1211;OXA-181;OXA-232;OXA-484;OXA-833;OXA-923;OXA-924
OXA-138	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1047;OXA-1058;OXA-1059;OXA-1061;OXA-1063;OXA-1064;OXA-1066;OXA-1080;OXA-109;OXA-1097;OXA-1098;OXA-115;OXA-1218;OXA-127;OXA-174;OXA-175;OXA-176;OXA-177;OXA-178;OXA-194;OXA-201;OXA-202;OXA-206;OXA-234;OXA-254;OXA-260;OXA-336;OXA-480;OXA-508;OXA-536;OXA-65;OXA-654;OXA-66;OXA-733;OXA-76;OXA-79;OXA-80;OXA-82;OXA-83;OXA-876;OXA-88;OXA-916
OXA-146	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1095;OXA-165;OXA-166;OXA-167;OXA-168;OXA-169;OXA-170;OXA-171;OXA-225;OXA-23;OXA-366;OXA-398;OXA-422;OXA-423;OXA-435;OXA-440;OXA-483;OXA-49;OXA-657;OXA-73;OXA-810;OXA-911
OXA-172	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-131;OXA-173;OXA-425;OXA-829;OXA-834;OXA-955
OXA-25	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1040;OXA-139;OXA-160;OXA-207;OXA-24;OXA-26;OXA-437;OXA-653;OXA-72
OXA-471	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000181991	OXA-1099;OXA-1100;OXA-136;OXA-137;OXA-470;OXA-473;OXA-479
OXA-486	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.000561408	OXA-1020;OXA-1025;OXA-1028;OXA-1126;OXA-1131;OXA-1140;OXA-396;OXA-494;OXA-847;OXA-903
OXA-488	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0.002749845	OXA-1031;OXA-1127;OXA-1198;OXA-485;OXA-901;OXA-905;OXA-906;OXA-913
OXA-491	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	Yes	-	-	100	0	0	0.155	0.66191	0	OXA-1108;OXA-464;OXA-490
OXA-502	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1165;OXA-417;OXA-503;OXA-506;OXA-522;OXA-564;OXA-821
OXA-556	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-1013;OXA-179;OXA-338;OXA-559;OXA-64;OXA-740
OXA-700	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-108;OXA-126;OXA-130;OXA-249;OXA-758
OXA-781	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-741;OXA-878
OXA-889	D-III	21647449_len_310_MetaAn_18	OXA	Class_D	D	No	-	-	-	-	-	-	-	0	OXA-699;OXA-831;OXA-869;OXA-882;OXA-892;OXA-970
OXY-5-4	A-IV	BRO-2	OXY	Class_A	A	No	-	-	-	-	-	-	-	0	OXY-5-1;OXY-5-10;OXY-5-11;OXY-5-2;OXY-5-3;OXY-5-5;OXY-5-6;OXY-5-7;OXY-5-8;OXY-5-9
OXY-6-4	A-IV	BRO-2	OXY	Class_A	A	No	-	-	-	-	-	-	-	8.65e-05	OXY-6-10;OXY-6-11;OXY-6-2;OXY-6-3;OXY-6-5;OXY-6-6;OXY-6-7;OXY-6-8;OXY-6-9
PDC-326	C-I	21243713_len_452_MetaAn_63	PDC	Class_C	C	No	-	-	-	-	-	-	-	0	PDC-265;PDC-291;PDC-292;PDC-350;PDC-507
PDC-66	C-I	21243713_len_452_MetaAn_63	PDC	Class_C	C	No	-	-	-	-	-	-	-	0	PDC-197;PDC-202;PDC-214;PDC-224;PDC-228;PDC-327;PDC-364;PDC-376;PDC-396;PDC-443;PDC-495;PDC-521;PDC-525;PDC-530;PDC-63
PenA-16	A-IV	BRO-2	PenA	Class_A	A	No	-	-	-	-	-	-	-	0	PenA-13;PenA-19;PenA-2B;PenA-4;PenA-5;PenA-9
PenA-7	A-IV	BRO-2	PenA	Class_A	A	No	-	-	-	-	-	-	-	0	PenA-11;PenA-15;PenA-3;PenA-6
SHV-160	A-IV	BRO-2	SHV	Class_A	A	No	-	-	-	-	-	-	-	0	SHV-129;SHV-134;SHV-15;SHV-183;SHV-200;SHV-230;SHV-64;SHV-66;SHV-86
SPA_MetaAn_9_l253_st1328_e2086_se1_ID=39337_2	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0.000715032	10928038_len_254_MetaAn_9;2239405_len_254_MetaAn_9;3018285_len_254_MetaAn_9
TEM-160	A-IV	BRO-2	TEM	Class_A	A	No	-	-	-	-	-	-	-	0.0001458	TEM-151;TEM-169;TEM-210;TEM-36;TEM-37;TEM-38;TEM-45;TEM-67;TEM-81;TEM-82
TEM-80	A-IV	BRO-2	TEM	Class_A	A	No	-	-	-	-	-	-	-	0.0001396	TEM-125;TEM-185;TEM-190;TEM-35;TEM-39;TEM-78
VIM-2	B1-VI	NDM-18	VIM	Sub-Class_B1	B1	No	-	-	-	-	-	-	-	0	VIM-10;VIM-11;VIM-15;VIM-16;VIM-17;VIM-20;VIM-23;VIM-24;VIM-3;VIM-30;VIM-31;VIM-36;VIM-41;VIM-44;VIM-45;VIM-46;VIM-48;VIM-50;VIM-51;VIM-56;VIM-58;VIM-6;VIM-60;VIM-62;VIM-63;VIM-65;VIM-67;VIM-72;VIM-73;VIM-74;VIM-77;VIM-8;VIM-80;VIM-81;VIM-82;VIM-84;VIM-9
XCC-2	A-IV	BRO-2	XCC	Class_A	A	No	-	-	-	-	-	-	-	0	XCC-1;XCC-11;XCC-23;XCC-9
10022337_len_292_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.001655306	30319693_len_292_MetaAn_74
10208457_len_285_MetaAn_44	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	9.51e-05	1412806_len_285_MetaAn_44;4128175_len_285_MetaAn_44
10243479_len_297_MetaAn_23	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	1759034_len_297_MetaAn_23;19316468_len_297_MetaAn_23;8676283_len_297_MetaAn_23
10245015_len_304_MetaAn_62	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001359553	SPA_MetaAn_62_l303_st25958_e26866_se1_ID=173_35
10247596_len_285_MetaAn_24	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.00163458	10773730_len_285_MetaAn_17;11040326_len_285_MetaAn_32;11750588_len_285_MetaAn_24;17007340_len_285_MetaAn_32;22258823_len_285_MetaAn_32;23209133_len_285_MetaAn_32;27218435_len_285_MetaAn_17;6815405_len_285_MetaAn_32;8204765_len_285_MetaAn_32;SPA_MetaAn_18_l284_st650_e1501_se1_ID=56542_2;SPA_MetaAn_35_l284_st3317_e4168_se1_ID=3811_4
1026724_len_309_MetaAn_20	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	7.2e-05	15950934_len_309_MetaAn_20
10283511_len_286_MetaAn_26	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000555425	15416833_len_286_MetaAn_26;2763393_len_286_MetaAn_26
1039954_len_292_MetaAn_8	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.000605019	2034872_len_292_MetaAn_8
10436953_len_336_MetaAn_25	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	6064919_len_336_MetaAn_25
10440944_len_299_MetaAn_25	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.018575227	1389175_len_299_MetaAn_25;15827249_len_299_MetaAn_25;3539917_len_299_MetaAn_25;9043715_len_299_MetaAn_25
10464550_len_384_MetaAn_5	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	10671630_len_384_MetaAn_5
1076765_len_401_MetaAn_3	C-I	21243713_len_452_MetaAn_63	Undefined	Candidate	C	No	-	-	-	-	-	-	-	0.000390782	32026290_len_401_MetaAn_3
10846721_len_285_MetaAn_32	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	22478045_len_285_MetaAn_32
10853448_len_270_MetaAn_8	Glyoxolase II 1xm8-like	1xm8_Glyoxolase_II_Arabidopsis_thaliana_MBL_superfamily	Undefined	Candidate	MBL	Yes	A0A5B8N2Q8	Hydroxyacylglutathione hydrolase, 3.1.2.6, Glyoxalase II, Glx II	69.3	1.40E-126	30.7	0.145	0.57913	0	9396802_len_270_MetaAn_8
10898517_len_285_MetaAn_30	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000568592	23855841_len_285_MetaAn_30
1090872_len_332_MetaAn_9	A-V	1090872_len_332_MetaAn_9	Undefined	Candidate	A	Yes	A0A2V6HF77	Beta-lactamase, 3.5.2.6	51.2	5.E-95	48.8	0.2	0.64701	0.000375374	18318235_len_332_MetaAn_9
10963988_len_299_MetaAn_8	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000514395	5001760_len_299_MetaAn_8
1097959_len_267_MetaAn_10	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0.001107341	17905451_len_267_MetaAn_10;2436209_len_267_MetaAn_10;4588940_len_267_MetaAn_10;6649517_len_267_MetaAn_10;6649518_len_267_MetaAn_10
10993898_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	20883366_len_385_MetaAn_31
10994623_len_268_MetaAn_3	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0.002493182	25834302_len_268_MetaAn_3
11083277_len_254_MetaAn_9	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0.0001446	7391065_len_254_MetaAn_9
1134452_len_385_MetaAn_36	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	12147735_len_385_MetaAn_30;14915913_len_385_MetaAn_39;1586068_len_385_MetaAn_31;1624113_len_385_MetaAn_36;23267919_len_385_MetaAn_31;3203732_len_385_MetaAn_36;35080090_len_385_MetaAn_31;36335996_len_385_MetaAn_31;462410_len_385_MetaAn_31;47988570_len_385_MetaAn_31
11419572_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0	28084578_len_285_MetaAn_74
11578410_len_288_MetaAn_5	A-IV	BRO-2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.005317555	13796982_len_288_MetaAn_50;17347750_len_288_MetaAn_8;19069123_len_288_MetaAn_8;28889369_len_288_MetaAn_7;41739425_len_288_MetaAn_50;SPA_MetaAn_5_l287_st2253_e3113_se-1_ID=11060_2;TEM-1;TEM-103;TEM-104;TEM-105;TEM-116;TEM-117;TEM-12;TEM-122;TEM-127;TEM-128;TEM-135;TEM-141;TEM-143;TEM-148;TEM-150;TEM-156;TEM-157;TEM-166;TEM-168;TEM-17;TEM-170;TEM-171;TEM-174;TEM-176;TEM-181;TEM-183;TEM-186;TEM-19;TEM-191;TEM-196;TEM-197;TEM-198;TEM-2;TEM-205;TEM-206;TEM-207;TEM-208;TEM-209;TEM-212;TEM-213;TEM-214;TEM-215;TEM-217;TEM-219;TEM-228;TEM-229;TEM-231;TEM-234;TEM-235;TEM-237;TEM-244;TEM-245;TEM-247;TEM-248;TEM-249;TEM-29;TEM-30;TEM-31;TEM-33;TEM-34;TEM-40;TEM-51;TEM-54;TEM-55;TEM-57;TEM-70;TEM-76;TEM-79;TEM-84;TEM-90;TEM-95;TEM-96
11612025_len_309_MetaAn_28	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.001297223	25985399_len_309_MetaAn_28
11613343_len_384_MetaAn_39	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	18143264_len_384_MetaAn_39;6451963_len_384_MetaAn_39;9898114_len_384_MetaAn_39
11698908_len_339_MetaAn_10	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0	20507197_len_339_MetaAn_10
11800299_len_455_MetaAn_1	Carboxylesterase EstU1	10553088_len_458_MetaAn_1	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	8561215_len_455_MetaAn_1
1183990_len_336_MetaAn_25	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	16490941_len_336_MetaAn_25;6450478_len_336_MetaAn_25
1192251_len_285_MetaAn_34	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000290943	3088235_len_285_MetaAn_34
12054860_len_326_MetaAn_25	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	8214418_len_326_MetaAn_25
12084204_len_260_MetaAn_24	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	Yes	A0A7W1ZZG6	Beta-lactamase, 3.5.2.6	99.6	0.E+00	0.4	0.164	0.62327	0.005735643	3215490_len_260_MetaAn_24;5253281_len_260_MetaAn_24
1214008_len_326_MetaAn_25	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	13001169_len_326_MetaAn_25;13679337_len_326_MetaAn_25
12578927_len_339_MetaAn_10	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.000451881	24192482_len_339_MetaAn_10;4951363_len_339_MetaAn_10
1260853_len_306_MetaAn_3	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	678584_len_306_MetaAn_3
12702812_len_299_MetaAn_8	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	8.54e-05	19023080_len_299_MetaAn_8
12739886_len_285_MetaAn_74	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000362695	39123149_len_285_MetaAn_74
12776155_len_285_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000432982	1574682_len_285_MetaAn_44;3600899_len_285_MetaAn_17
12893314_len_339_MetaAn_10	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.000769032	13030437_len_339_MetaAn_10
12945552_len_252_MetaAn_23	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0.003440333	955711_len_252_MetaAn_23
13125213_len_333_MetaAn_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.000535225	22223248_len_333_MetaAn_3;27762725_len_333_MetaAn_3
13497272_len_304_MetaAn_74	A-II	11671458_len_355_MetaAn_23	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.000441869	37422992_len_304_MetaAn_74
13521800_len_254_MetaAn_9	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0	4550640_len_254_MetaAn_9
13662011_len_336_MetaAn_25	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	3169828_len_336_MetaAn_25;712767_len_336_MetaAn_25;7960991_len_336_MetaAn_25
1366997_len_385_MetaAn_46	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	4403267_len_385_MetaAn_46;6144020_len_385_MetaAn_46
1379079_len_384_MetaAn_39	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	18415990_len_384_MetaAn_39;4003628_len_384_MetaAn_39;5576090_len_384_MetaAn_39;5688107_len_384_MetaAn_39;744773_len_384_MetaAn_39
13822787_len_287_MetaAn_33	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000656268	23030753_len_287_MetaAn_33
13950275_len_285_MetaAn_17	D-III	21647449_len_310_MetaAn_18	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000450727	22901845_len_285_MetaAn_17;38509688_len_285_MetaAn_17;42743730_len_285_MetaAn_17;56499966_len_285_MetaAn_17
1396396_len_246_MetaAn_74	B1-I	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0.0001743	1991669_len_246_MetaAn_74;33173025_len_246_MetaAn_74;40247708_len_246_MetaAn_74
1400236_len_272_MetaAn_10	B1-III	10210270_len_294_MetaAn_7	Undefined	Candidate	B1	No	-	-	-	-	-	-	-	0.00551874	22690222_len_272_MetaAn_10
1406736_len_331_MetaAn_25	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	15359335_len_331_MetaAn_25;959778_len_331_MetaAn_25
14133682_len_384_MetaAn_39	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	15342671_len_384_MetaAn_39;16882860_len_384_MetaAn_39
14139367_len_299_MetaAn_35	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.024806641	8090439_len_299_MetaAn_35
14166522_len_310_MetaAn_20	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.000503812	16136205_len_310_MetaAn_20;1692366_len_310_MetaAn_20;1906931_len_310_MetaAn_20;8367645_len_310_MetaAn_20
14168823_len_385_MetaAn_31	Carboxylesterase PBP-5	SPA_MetaAn_7_l417_st452_e1702_se-1_ID=64270_2	Undefined	Candidate	PBP	No	-	-	-	-	-	-	-	0	55477385_len_385_MetaAn_31
14217227_len_280_MetaAn_30	D-I	CDD-1	Undefined	Candidate	D	No	-	-	-	-	-	-	-	0.000581834	4686098_len_280_MetaAn_30
142518_len_326_MetaAn_25	Ribonuclease Z	SPA_MetaAn_23_l308_st12520_e13443_se1_ID=1076_9	Undefined	Candidate	MBL	No	-	-	-	-	-	-	-	0	6016558_len_326_MetaAn_25;6966476_len_326_MetaAn_25
1438973_len_339_MetaAn_10	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0	4852297_len_339_MetaAn_10
1451551_len_309_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.001697728	3818581_len_309_MetaAn_58;3861684_len_309_MetaAn_58
14556089_len_325_MetaAn_74	A-I	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	Undefined	Candidate	A	No	-	-	-	-	-	-	-	0.001991905	SPA_MetaAn_74_l324_st62675_e63646_se1_ID=167_65
14635084_len_293_MetaAn_9	B3-IV	13353843_len_324_MetaAn_61	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.001954213	18052434_len_293_MetaAn_9;2986107_len_293_MetaAn_9;5950170_len_293_MetaAn_9
14710051_len_340_MetaAn_3	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.00045359	25597236_len_340_MetaAn_3
1473165_len_309_MetaAn_58	B3-V	397866_len_363_MetaAn_3	Undefined	Candidate	B3	No	-	-	-	-	-	-	-	0.002133186	709421_len_309_MetaAn_58
